/home/rohini/Desktop/IMG/center_2019_05_31_14_11_05_151.jpg,/home/rohini/Desktop/IMG/left_2019_05_31_14_11_05_151.jpg,/home/rohini/Desktop/IMG/right_2019_05_31_14_11_05_151.jpg,0,0,0,21.0797
/home/rohini/Desktop/IMG/center_2019_05_31_14_11_05_271.jpg,/home/rohini/Desktop/IMG/left_2019_05_31_14_11_05_271.jpg,/home/rohini/Desktop/IMG/right_2019_05_31_14_11_05_271.jpg,0,0,0,20.82596
/home/rohini/Desktop/IMG/center_2019_05_31_14_11_05_391.jpg,/home/rohini/Desktop/IMG/left_2019_05_31_14_11_05_391.jpg,/home/rohini/Desktop/IMG/right_2019_05_31_14_11_05_391.jpg,0,0,0,20.57559
/home/rohini/Desktop/IMG/center_2019_05_31_14_11_05_511.jpg,/home/rohini/Desktop/IMG/left_2019_05_31_14_11_05_511.jpg,/home/rohini/Desktop/IMG/right_2019_05_31_14_11_05_511.jpg,0,0,0,20.32871
/home/rohini/Desktop/IMG/center_2019_05_31_14_11_05_630.jpg,/home/rohini/Desktop/IMG/left_2019_05_31_14_11_05_630.jpg,/home/rohini/Desktop/IMG/right_2019_05_31_14_11_05_630.jpg,0,0,0,20.0859
/home/rohini/Desktop/IMG/center_2019_05_31_14_11_05_747.jpg,/home/rohini/Desktop/IMG/left_2019_05_31_14_11_05_747.jpg,/home/rohini/Desktop/IMG/right_2019_05_31_14_11_05_747.jpg,0,0,0,19.84853
/home/rohini/Desktop/IMG/center_2019_05_31_14_11_05_862.jpg,/home/rohini/Desktop/IMG/left_2019_05_31_14_11_05_862.jpg,/home/rohini/Desktop/IMG/right_2019_05_31_14_11_05_862.jpg,0,0,0,19.63749
/home/rohini/Desktop/IMG/center_2019_05_31_14_11_05_980.jpg,/home/rohini/Desktop/IMG/left_2019_05_31_14_11_05_980.jpg,/home/rohini/Desktop/IMG/right_2019_05_31_14_11_05_980.jpg,0,0,0,19.49399
/home/rohini/Desktop/IMG/center_2019_05_31_14_11_06_095.jpg,/home/rohini/Desktop/IMG/left_2019_05_31_14_11_06_095.jpg,/home/rohini/Desktop/IMG/right_2019_05_31_14_11_06_095.jpg,0,0,0,19.27945
/home/rohini/Desktop/IMG/center_2019_05_31_14_11_06_212.jpg,/home/rohini/Desktop/IMG/left_2019_05_31_14_11_06_212.jpg,/home/rohini/Desktop/IMG/right_2019_05_31_14_11_06_212.jpg,0,0,0,18.68032
/home/rohini/Desktop/IMG/center_2019_05_31_14_11_06_333.jpg,/home/rohini/Desktop/IMG/left_2019_05_31_14_11_06_333.jpg,/home/rohini/Desktop/IMG/right_2019_05_31_14_11_06_333.jpg,0,0,0,18.41938
/home/rohini/Desktop/IMG/center_2019_05_31_14_11_06_448.jpg,/home/rohini/Desktop/IMG/left_2019_05_31_14_11_06_448.jpg,/home/rohini/Desktop/IMG/right_2019_05_31_14_11_06_448.jpg,-0.3,0,0,18.15465
/home/rohini/Desktop/IMG/center_2019_05_31_14_11_06_562.jpg,/home/rohini/Desktop/IMG/left_2019_05_31_14_11_06_562.jpg,/home/rohini/Desktop/IMG/right_2019_05_31_14_11_06_562.jpg,-0.6000001,0.3429058,0,18.19638
/home/rohini/Desktop/IMG/center_2019_05_31_14_11_06_681.jpg,/home/rohini/Desktop/IMG/left_2019_05_31_14_11_06_681.jpg,/home/rohini/Desktop/IMG/right_2019_05_31_14_11_06_681.jpg,-0.9000002,0.7023604,0,18.61242
/home/rohini/Desktop/IMG/center_2019_05_31_14_11_06_802.jpg,/home/rohini/Desktop/IMG/left_2019_05_31_14_11_06_802.jpg,/home/rohini/Desktop/IMG/right_2019_05_31_14_11_06_802.jpg,-1,1,0,19.45364
/home/rohini/Desktop/IMG/center_2019_05_31_14_11_06_926.jpg,/home/rohini/Desktop/IMG/left_2019_05_31_14_11_06_926.jpg,/home/rohini/Desktop/IMG/right_2019_05_31_14_11_06_926.jpg,0,0.8064039,0,20.40188
